urg,bairro,zona_fiscal,faixa_area,area_min,area_max,valor_ufinig_m2
CENTRO,PRATA,2,acima de  1.000.000 m²,1000000.0,,0.108
CENTRO,PRATA,3,até 500 m²,0.0,500.0,1.464
CENTRO,PRATA,3,"500,01 a 1.500 m²",500.01,1500.0,1.025
CENTRO,PRATA,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.717
CENTRO,PRATA,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.431
CENTRO,PRATA,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.301
CENTRO,PRATA,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.211
CENTRO,PRATA,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.169
CENTRO,PRATA,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.135
CENTRO,PRATA,3,acima de  1.000.000 m²,1000000.0,,0.108
CENTRO,JD IGUAÇU,1,até 500 m²,0.0,500.0,1.464
CENTRO,JD IGUAÇU,1,"500,01 a 1.500 m²",500.01,1500.0,1.025
CENTRO,JD IGUAÇU,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.717
CENTRO,JD IGUAÇU,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.431
CENTRO,JD IGUAÇU,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.301
CENTRO,JD IGUAÇU,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.211
CENTRO,JD IGUAÇU,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.169
CENTRO,JD IGUAÇU,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.135
CENTRO,JD IGUAÇU,1,acima de  1.000.000 m²,1000000.0,,0.108
CENTRO,JD IGUAÇU,2,até 500 m²,0.0,500.0,1.464
CENTRO,JD IGUAÇU,2,"500,01 a 1.500 m²",500.01,1500.0,1.025
CENTRO,JD IGUAÇU,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.717
CENTRO,JD IGUAÇU,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.431
CENTRO,JD IGUAÇU,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.301
CENTRO,JD IGUAÇU,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.211
CENTRO,JD IGUAÇU,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.169
CENTRO,JD IGUAÇU,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.135
CENTRO,JD IGUAÇU,2,acima de  1.000.000 m²,1000000.0,,0.108
CENTRO,JD IGUAÇU,3,até 500 m²,0.0,500.0,1.464
CENTRO,JD IGUAÇU,3,"500,01 a 1.500 m²",500.01,1500.0,1.025
CENTRO,JD IGUAÇU,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.717
CENTRO,JD IGUAÇU,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.431
CENTRO,JD IGUAÇU,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.301
CENTRO,JD IGUAÇU,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.211
CENTRO,JD IGUAÇU,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.169
CENTRO,JD IGUAÇU,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.135
CENTRO,JD IGUAÇU,3,acima de  1.000.000 m²,1000000.0,,0.108
CENTRO,ENGENHO,1,até 500 m²,0.0,500.0,1.464
CENTRO,ENGENHO,1,"500,01 a 1.500 m²",500.01,1500.0,1.025
CENTRO,ENGENHO,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.717
CENTRO,ENGENHO,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.431
CENTRO,ENGENHO,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.301
CENTRO,ENGENHO,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.211
CENTRO,ENGENHO,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.169
CENTRO,ENGENHO,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.135
CENTRO,ENGENHO,1,acima de  1.000.000 m²,1000000.0,,0.108
CENTRO,PENHENO,2,até 500 m²,0.0,500.0,1.2548
CENTRO,PENHENO,2,"500,01 a 1.500 m²",500.01,1500.0,0.8783
CENTRO,PENHENO,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.615
CENTRO,PENHENO,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.369
CENTRO,PENHENO,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.258
CENTRO,PENHENO,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.181
CENTRO,PENHENO,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.145
CENTRO,PENHENO,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.116
CENTRO,PENHENO,2,acima de  1.000.000 m²,1000000.0,,0.093
CENTRO,VILA OPERÁRIA,1,até 500 m²,0.0,500.0,1.2548
CENTRO,VILA OPERÁRIA,1,"500,01 a 1.500 m²",500.01,1500.0,0.8783
CENTRO,VILA OPERÁRIA,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.615
CENTRO,VILA OPERÁRIA,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.369
CENTRO,VILA OPERÁRIA,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.258
CENTRO,VILA OPERÁRIA,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.181
CENTRO,VILA OPERÁRIA,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.145
CENTRO,VILA OPERÁRIA,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.116
CENTRO,VILA OPERÁRIA,1,acima de  1.000.000 m²,1000000.0,,0.093
CENTRO,VILA OPERÁRIA,2,até 500 m²,0.0,500.0,1.2548
CENTRO,VILA OPERÁRIA,2,"500,01 a 1.500 m²",500.01,1500.0,0.8783
CENTRO,VILA OPERÁRIA,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.615
CENTRO,VILA OPERÁRIA,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.369
CENTRO,VILA OPERÁRIA,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.258
CENTRO,VILA OPERÁRIA,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.181
CENTRO,VILA OPERÁRIA,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.145
CENTRO,VILA OPERÁRIA,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.116
CENTRO,VILA OPERÁRIA,2,acima de  1.000.000 m²,1000000.0,,0.093
CENTRO,VILA OPERÁRIA,3,até 500 m²,0.0,500.0,0.8365
CENTRO,VILA OPERÁRIA,3,"500,01 a 1.500 m²",500.01,1500.0,0.5855
CENTRO,VILA OPERÁRIA,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.41
CENTRO,VILA OPERÁRIA,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.369
CENTRO,VILA OPERÁRIA,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.258
CENTRO,VILA OPERÁRIA,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.181
CENTRO,VILA OPERÁRIA,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.145
CENTRO,VILA OPERÁRIA,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.116
CENTRO,VILA OPERÁRIA,3,acima de  1.000.000 m²,1000000.0,,0.093
CENTRO,VIGA,1,até 500 m²,0.0,500.0,1.2548
CENTRO,VIGA,1,"500,01 a 1.500 m²",500.01,1500.0,0.8783
CENTRO,VIGA,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.615
CENTRO,VIGA,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.369
CENTRO,VIGA,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.258
CENTRO,VIGA,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.181
CENTRO,VIGA,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.145
CENTRO,VIGA,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.116
CENTRO,VIGA,1,acima de  1.000.000 m²,1000000.0,,0.093
CENTRO,VIGA,2,até 500 m²,0.0,500.0,1.2548
CENTRO,VIGA,2,"500,01 a 1.500 m²",500.01,1500.0,0.8783
CENTRO,VIGA,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.615
CENTRO,VIGA,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.369
CENTRO,VIGA,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.258
CENTRO,VIGA,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.181
CENTRO,VIGA,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.145
CENTRO,VIGA,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.116
CENTRO,VIGA,2,acima de  1.000.000 m²,1000000.0,,0.093
POSSE,POSSE,1,até 500 m²,0.0,500.0,1.339
POSSE,POSSE,1,"500,01 a 1.500 m²",500.01,1500.0,0.937
POSSE,POSSE,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.562
POSSE,POSSE,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.337
POSSE,POSSE,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.236
POSSE,POSSE,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.165
POSSE,POSSE,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.132
POSSE,POSSE,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.112
POSSE,POSSE,1,acima de  1.000.000 m²,1000000.0,,0.096
POSSE,POSSE,2,até 500 m²,0.0,500.0,1.339
POSSE,POSSE,2,"500,01 a 1.500 m²",500.01,1500.0,0.937
POSSE,POSSE,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.562
POSSE,POSSE,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.337
POSSE,POSSE,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.236
POSSE,POSSE,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.165
POSSE,POSSE,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.132
POSSE,POSSE,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.112
POSSE,POSSE,2,acima de  1.000.000 m²,1000000.0,,0.096
POSSE,POSSE,3,até 500 m²,0.0,500.0,1.339
POSSE,POSSE,3,"500,01 a 1.500 m²",500.01,1500.0,0.937
POSSE,POSSE,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.562
POSSE,POSSE,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.337
POSSE,POSSE,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.236
POSSE,POSSE,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.165
POSSE,POSSE,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.132
POSSE,POSSE,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.112
POSSE,POSSE,3,acima de  1.000.000 m²,1000000.0,,0.096
POSSE,PONTO CHIC,1,até 500 m²,0.0,500.0,0.904
POSSE,PONTO CHIC,1,"500,01 a 1.500 m²",500.01,1500.0,0.633
POSSE,PONTO CHIC,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.38
POSSE,PONTO CHIC,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.228
POSSE,PONTO CHIC,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.159
POSSE,PONTO CHIC,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.112
POSSE,PONTO CHIC,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.089
POSSE,PONTO CHIC,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.076
POSSE,PONTO CHIC,1,acima de  1.000.000 m²,1000000.0,,0.064
POSSE,PONTO CHIC,2,até 500 m²,0.0,500.0,0.904
POSSE,PONTO CHIC,2,"500,01 a 1.500 m²",500.01,1500.0,0.633
POSSE,PONTO CHIC,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.38
POSSE,PONTO CHIC,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.228
POSSE,PONTO CHIC,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.159
POSSE,PONTO CHIC,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.112
POSSE,PONTO CHIC,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.089
POSSE,PONTO CHIC,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.076
POSSE,PONTO CHIC,2,acima de  1.000.000 m²,1000000.0,,0.064
POSSE,PONTO CHIC,3,até 500 m²,0.0,500.0,0.904
POSSE,PONTO CHIC,3,"500,01 a 1.500 m²",500.01,1500.0,0.633
POSSE,PONTO CHIC,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.38
POSSE,PONTO CHIC,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.228
POSSE,PONTO CHIC,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.159
POSSE,PONTO CHIC,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.112
POSSE,PONTO CHIC,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.089
POSSE,PONTO CHIC,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.076
POSSE,PONTO CHIC,3,acima de  1.000.000 m²,1000000.0,,0.064
POSSE,PONTO CHIC,4,até 500 m²,0.0,500.0,0.904
POSSE,PONTO CHIC,4,"500,01 a 1.500 m²",500.01,1500.0,0.633
POSSE,PONTO CHIC,4,"1.500,01 a 5.000 m²",1500.01,5000.0,0.38
POSSE,PONTO CHIC,4,"5.000,01 a 20.000 m²",5000.01,20000.0,0.228
POSSE,PONTO CHIC,4,"20.000,01 a 50.000 m²",20000.01,50000.0,0.159
POSSE,PONTO CHIC,4,"50.000,01 a 100.000 m²",50000.01,100000.0,0.112
POSSE,PONTO CHIC,4,"100.000,01 a 500.000 m²",100000.01,500000.0,0.089
POSSE,PONTO CHIC,4,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.076
POSSE,PONTO CHIC,4,acima de  1.000.000 m²,1000000.0,,0.064
POSSE,PONTO CHIC,5,até 500 m²,0.0,500.0,0.678
POSSE,PONTO CHIC,5,"500,01 a 1.500 m²",500.01,1500.0,0.4748
POSSE,PONTO CHIC,5,"1.500,01 a 5.000 m²",1500.01,5000.0,0.285
POSSE,PONTO CHIC,5,"5.000,01 a 20.000 m²",5000.01,20000.0,0.228
POSSE,PONTO CHIC,5,"20.000,01 a 50.000 m²",20000.01,50000.0,0.159
POSSE,PONTO CHIC,5,"50.000,01 a 100.000 m²",50000.01,100000.0,0.112
POSSE,PONTO CHIC,5,"100.000,01 a 500.000 m²",100000.01,500000.0,0.089
POSSE,PONTO CHIC,5,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.076
POSSE,PONTO CHIC,5,acima de  1.000.000 m²,1000000.0,,0.064
POSSE,CERÂMICA,1,até 500 m²,0.0,500.0,0.77
POSSE,CERÂMICA,1,"500,01 a 1.500 m²",500.01,1500.0,0.539
POSSE,CERÂMICA,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.323
POSSE,CERÂMICA,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.194
POSSE,CERÂMICA,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.136
POSSE,CERÂMICA,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.095
POSSE,CERÂMICA,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.089
POSSE,CERÂMICA,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.065
POSSE,CERÂMICA,1,acima de  1.000.000 m²,1000000.0,,0.055
POSSE,CERÂMICA,2,até 500 m²,0.0,500.0,0.77
POSSE,CERÂMICA,2,"500,01 a 1.500 m²",500.01,1500.0,0.539
POSSE,CERÂMICA,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.323
POSSE,CERÂMICA,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.194
POSSE,CERÂMICA,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.136
POSSE,CERÂMICA,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.095
POSSE,CERÂMICA,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.076
POSSE,CERÂMICA,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.065
POSSE,CERÂMICA,2,acima de  1.000.000 m²,1000000.0,,0.055
POSSE,CERÂMICA,3,até 500 m²,0.0,500.0,0.693
POSSE,CERÂMICA,3,"500,01 a 1.500 m²",500.01,1500.0,0.4851
POSSE,CERÂMICA,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.2907
POSSE,CERÂMICA,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.194
POSSE,CERÂMICA,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.136
POSSE,CERÂMICA,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.095
POSSE,CERÂMICA,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.076
POSSE,CERÂMICA,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.065
POSSE,CERÂMICA,3,acima de  1.000.000 m²,1000000.0,,0.055
POSSE,CERÂMICA,4,até 500 m²,0.0,500.0,0.616
POSSE,CERÂMICA,4,"500,01 a 1.500 m²",500.01,1500.0,0.4312
POSSE,CERÂMICA,4,"1.500,01 a 5.000 m²",1500.01,5000.0,0.2584
POSSE,CERÂMICA,4,"5.000,01 a 20.000 m²",5000.01,20000.0,0.194
POSSE,CERÂMICA,4,"20.000,01 a 50.000 m²",20000.01,50000.0,0.136
POSSE,CERÂMICA,4,"50.000,01 a 100.000 m²",50000.01,100000.0,0.095
POSSE,CERÂMICA,4,"100.000,01 a 500.000 m²",100000.01,500000.0,0.076
POSSE,CERÂMICA,4,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.065
POSSE,CERÂMICA,4,acima de  1.000.000 m²,1000000.0,,0.055
POSSE,TRÊS CORAÇÕES,1,até 500 m²,0.0,500.0,0.77
POSSE,TRÊS CORAÇÕES,1,"500,01 a 1.500 m²",500.01,1500.0,0.539
POSSE,TRÊS CORAÇÕES,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.323
POSSE,TRÊS CORAÇÕES,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.194
POSSE,TRÊS CORAÇÕES,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.136
POSSE,TRÊS CORAÇÕES,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.095
POSSE,TRÊS CORAÇÕES,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.076
POSSE,TRÊS CORAÇÕES,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.065
POSSE,TRÊS CORAÇÕES,1,acima de  1.000.000 m²,1000000.0,,0.055
POSSE,TRÊS CORAÇÕES,2,até 500 m²,0.0,500.0,0.77
POSSE,TRÊS CORAÇÕES,2,"500,01 a 1.500 m²",500.01,1500.0,0.539
POSSE,TRÊS CORAÇÕES,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.323
POSSE,TRÊS CORAÇÕES,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.194
POSSE,TRÊS CORAÇÕES,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.136
POSSE,TRÊS CORAÇÕES,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.095
POSSE,TRÊS CORAÇÕES,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.076
POSSE,TRÊS CORAÇÕES,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.065
POSSE,TRÊS CORAÇÕES,2,acima de  1.000.000 m²,1000000.0,,0.055
POSSE,TRÊS CORAÇÕES,3,até 500 m²,0.0,500.0,0.693
POSSE,TRÊS CORAÇÕES,3,"500,01 a 1.500 m²",500.01,1500.0,0.4851
POSSE,TRÊS CORAÇÕES,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.2907
POSSE,TRÊS CORAÇÕES,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.194
POSSE,TRÊS CORAÇÕES,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.136
POSSE,TRÊS CORAÇÕES,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.095
POSSE,TRÊS CORAÇÕES,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.076
POSSE,TRÊS CORAÇÕES,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.065
POSSE,TRÊS CORAÇÕES,3,acima de  1.000.000 m²,1000000.0,,0.055
POSSE,TRÊS CORAÇÕES,4,até 500 m²,0.0,500.0,0.616
POSSE,TRÊS CORAÇÕES,4,"500,01 a 1.500 m²",500.01,1500.0,0.4312
POSSE,TRÊS CORAÇÕES,4,"1.500,01 a 5.000 m²",1500.01,5000.0,0.2584
POSSE,TRÊS CORAÇÕES,4,"5.000,01 a 20.000 m²",5000.01,20000.0,0.194
POSSE,TRÊS CORAÇÕES,4,"20.000,01 a 50.000 m²",20000.01,50000.0,0.136
POSSE,TRÊS CORAÇÕES,4,"50.000,01 a 100.000 m²",50000.01,100000.0,0.095
POSSE,TRÊS CORAÇÕES,4,"100.000,01 a 500.000 m²",100000.01,500000.0,0.076
POSSE,TRÊS CORAÇÕES,4,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.065
POSSE,TRÊS CORAÇÕES,4,acima de  1.000.000 m²,1000000.0,,0.055
POSSE,KENNEDY,1,até 500 m²,0.0,500.0,0.703
POSSE,KENNEDY,1,"500,01 a 1.500 m²",500.01,1500.0,0.492
POSSE,KENNEDY,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.295
POSSE,KENNEDY,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.177
POSSE,KENNEDY,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.124
POSSE,KENNEDY,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.087
POSSE,KENNEDY,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.069
POSSE,KENNEDY,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.059
POSSE,KENNEDY,1,acima de  1.000.000 m²,1000000.0,,0.05
POSSE,KENNEDY,2,até 500 m²,0.0,500.0,0.703
POSSE,KENNEDY,2,"500,01 a 1.500 m²",500.01,1500.0,0.492
POSSE,KENNEDY,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.295
POSSE,KENNEDY,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.177
POSSE,KENNEDY,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.124
POSSE,KENNEDY,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.087
POSSE,KENNEDY,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.069
POSSE,KENNEDY,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.059
POSSE,KENNEDY,2,acima de  1.000.000 m²,1000000.0,,0.05
POSSE,KENNEDY,3,até 500 m²,0.0,500.0,0.703
POSSE,KENNEDY,3,"500,01 a 1.500 m²",500.01,1500.0,0.492
POSSE,KENNEDY,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.295
POSSE,KENNEDY,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.177
POSSE,KENNEDY,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.124
POSSE,KENNEDY,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.087
POSSE,KENNEDY,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.069
POSSE,KENNEDY,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.059
POSSE,KENNEDY,3,acima de  1.000.000 m²,1000000.0,,0.05
POSSE,BOTAFOGO,1,até 500 m²,0.0,500.0,0.703
POSSE,BOTAFOGO,1,"500,01 a 1.500 m²",500.01,1500.0,0.492
POSSE,BOTAFOGO,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.295
POSSE,BOTAFOGO,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.177
POSSE,BOTAFOGO,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.124
POSSE,BOTAFOGO,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.087
POSSE,BOTAFOGO,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.069
POSSE,BOTAFOGO,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.059
POSSE,BOTAFOGO,1,acima de  1.000.000 m²,1000000.0,,0.05
POSSE,BOTAFOGO,2,até 500 m²,0.0,500.0,0.5624
POSSE,BOTAFOGO,2,"500,01 a 1.500 m²",500.01,1500.0,0.3936
POSSE,BOTAFOGO,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.236
POSSE,BOTAFOGO,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.177
POSSE,BOTAFOGO,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.124
POSSE,BOTAFOGO,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.087
POSSE,BOTAFOGO,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.069
POSSE,BOTAFOGO,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.059
POSSE,BOTAFOGO,2,acima de  1.000.000 m²,1000000.0,,0.05
POSSE,CARMARY,1,até 500 m²,0.0,500.0,0.703
POSSE,CARMARY,1,"500,01 a 1.500 m²",500.01,1500.0,0.492
POSSE,CARMARY,1,"1.500,01 a 5.000 m²",1500.01,5000.0,0.295
POSSE,CARMARY,1,"5.000,01 a 20.000 m²",5000.01,20000.0,0.177
POSSE,CARMARY,1,"20.000,01 a 50.000 m²",20000.01,50000.0,0.124
POSSE,CARMARY,1,"50.000,01 a 100.000 m²",50000.01,100000.0,0.087
POSSE,CARMARY,1,"100.000,01 a 500.000 m²",100000.01,500000.0,0.069
POSSE,CARMARY,1,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.059
POSSE,CARMARY,1,acima de  1.000.000 m²,1000000.0,,0.05
POSSE,CARMARY,2,até 500 m²,0.0,500.0,0.703
POSSE,CARMARY,2,"500,01 a 1.500 m²",500.01,1500.0,0.492
POSSE,CARMARY,2,"1.500,01 a 5.000 m²",1500.01,5000.0,0.295
POSSE,CARMARY,2,"5.000,01 a 20.000 m²",5000.01,20000.0,0.177
POSSE,CARMARY,2,"20.000,01 a 50.000 m²",20000.01,50000.0,0.124
POSSE,CARMARY,2,"50.000,01 a 100.000 m²",50000.01,100000.0,0.087
POSSE,CARMARY,2,"100.000,01 a 500.000 m²",100000.01,500000.0,0.069
POSSE,CARMARY,2,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.059
POSSE,CARMARY,2,acima de  1.000.000 m²,1000000.0,,0.05
POSSE,CARMARY,3,até 500 m²,0.0,500.0,0.5624
POSSE,CARMARY,3,"500,01 a 1.500 m²",500.01,1500.0,0.3936
POSSE,CARMARY,3,"1.500,01 a 5.000 m²",1500.01,5000.0,0.236
POSSE,CARMARY,3,"5.000,01 a 20.000 m²",5000.01,20000.0,0.177
POSSE,CARMARY,3,"20.000,01 a 50.000 m²",20000.01,50000.0,0.124
POSSE,CARMARY,3,"50.000,01 a 100.000 m²",50000.01,100000.0,0.087
POSSE,CARMARY,3,"100.000,01 a 500.000 m²",100000.01,500000.0,0.069
POSSE,CARMARY,3,"500.000,01 a 1.000.000 m²",500000.01,1000000.0,0.059
POSSE,CARMARY,3,acima de  1.000.000 m²,1000000.0,,0.05
POSSE,NOVA AMÉRICA,1,até 500 m²,0.0,500.0,0.703
